Cluster,Predicted_Skill_Text,Matched_Course_Index,Course_Code,Course_Title,Cosine_Similarity
global_29,global_29,7227,MEC ENG 193H,Special Topics in Materials,0.653266429901123
global_29,global_29,7111,MATH 239,Discrete Mathematics for the Life Sciences,0.6116877794265747
global_29,global_29,3637,EGYPT 102B,Elementary Coptic,0.5202999711036682
global_89,global_89,9415,PB HLTH 224W,Organizational Behavior and Management in Health Care,0.5742277503013611
global_89,global_89,2322,CIV ENG 257,Sustainable Aviation and Infrastructure,0.5769342184066772
global_89,global_89,9399,PB HLTH 219W,Social and Behavioral Health Research: Introduction to Survey Methods,0.6118650436401367
global_89,global_89,8112,NEU 210A,Neuroscience Research Design and Analysis,0.538522481918335
global_89,global_89,2750,COMPSCI H195,Honors Social Implications of Computer Technology,0.6237044930458069
global_89,global_89,9320,PB HLTH 142W,Introduction to Probability and Statistics in Biology and Public Health,0.5742277503013611
global_89,global_89,2822,CUNEIF 200B,Advanced Akkadian,0.47349515557289124
global_89,global_89,4247,ENVECON C181,International Trade,0.618611752986908
global_89,global_89,8136,NWMEDIA 132,How to Build a Global Internet: Digital Infrastructure Projects from Subsea Cables to Data Centers,0.6341588497161865
global_89,global_89,8106,NEU 191,Senior Research Thesis,0.6294271945953369
global_89,global_89,2714,COMPSCI 47B,Completion of Work in Computer Science 61B,0.650896430015564
global_89,global_89,4206,ENV DES 201,Urban Design Fundamentals Studio,0.6297183036804199
global_89,global_89,9282,PUB AFF 215,Economics for Public Policy Makers,0.6086800694465637
global_89,global_89,9255,PSYCH 250D,Principles and Pragmatics of Personality Measurement,0.5673922300338745
global_89,global_89,1788,CHM ENG 101,Chemical Business Fundamentals I,0.6104148030281067
global_89,global_89,2355,CIV ENG 290,Advanced Special Topics in Civil and Environmental Engineering,0.6029107570648193
global_89,global_89,5222,GLOBAL 110K,Africa In Global Context,0.6485337615013123
global_89,global_89,1112,BIO ENG 200,The Graduate Group Introductory Seminar,0.6345228552818298
global_89,global_89,9486,PB HLTH 260W,Infectious Diseases,0.5742277503013611
global_89,global_89,9443,PB HLTH 241W,Intermediate Biostatistics for Public Health,0.5742277503013611
global_89,global_89,2160,CY PLAN 216,Active Transportation,0.5159022808074951
global_89,global_89,6326,LD ARCH 102,Case Studies in Landscape Design,0.6232965588569641
global_89,global_89,6312,KOREAN 185,Picturing Korea,0.5442268252372742
global_89,global_89,9435,PB HLTH 237E,Doctoral Seminar in Health Organizations & Management,0.5915697813034058
global_89,global_89,9393,PB HLTH 215,Anti-Racist and Racial Justice Praxis Spring Student Elective,0.5362015962600708
global_89,global_89,4192,ENV DES 161,[IN]ARCH,0.6167941093444824
global_89,global_89,9455,PB HLTH 250FW,Epidemiologic Methods II: Part 1,0.5742277503013611
global_89,global_89,9863,SEMITIC 205B,Ugaritic,0.5413993000984192
global_89,global_89,9252,PSYCH 249,Developmental Colloquium,0.590055525302887
global_89,global_89,6551,L & S 23,The Humanities,0.4899524450302124
global_89,global_89,9534,PB HLTH 297,Field Study in Public Health,0.6033686399459839
global_89,global_89,9862,SEMITIC 205A,Ugaritic,0.5413993000984192
global_89,global_89,2811,CUNEIF 101B,Selected Readings in Akkadian,0.5191446542739868
global_89,global_89,4255,ENVECON 198,Directed Group Studies for Advanced Undergraduates,0.6066877841949463
global_89,global_89,2751,COMPSCI H196A,Senior Honors Thesis Research,0.6419905424118042
global_89,global_89,2325,CIV ENG 259,Public Transportation Systems,0.5015335083007812
global_89,global_89,2842,CZECH 116A,Continuing Czech,0.5420817136764526
global_89,global_89,9244,PSYCH 237E,Professional Development in Clinical Science,0.6065979599952698
global_89,global_89,5766,INFO C8,Foundations of Data Science,0.5798437595367432
global_89,global_89,2824,CYBER 200,Beyond the Code: Cybersecurity in Context,0.6324242353439331
global_89,global_89,6319,KOREAN 299,Thesis Preparation and Related Research,0.5652540326118469
global_89,global_89,2165,CY PLAN 230,"U.S. Housing, Planning, and Policy",0.5747179985046387
global_89,global_89,2819,CUNEIF 198,Directed Group Study for Upper Division Students,0.6121761798858643
global_89,global_89,2144,CY PLAN 197,Field Studies,0.6170320510864258
global_89,global_89,2813,CUNEIF 102B,Elementary Sumerian,0.48059386014938354
global_89,global_89,8364,OPTOM 499,Supervised Independent Study,0.5348703861236572
global_89,global_89,4694,MFE 230A,Investments and Derivatives,0.5550577640533447
global_89,global_89,4674,FILM 194,Advanced Film Writing,0.5300911068916321
global_89,global_89,2237,CIV ENG 132,Applied Structural Mechanics,0.5577268004417419
global_89,global_89,2826,CYBER 204,Software Security,0.6187747716903687
global_113,global_113,5673,IND ENG 10,Computer Programming for Analytics,0.5880389213562012
global_113,global_113,2731,COMPSCI 169L,Software Engineering Team Project,0.6440690755844116
global_113,global_113,5635,HISTORY 283,Historical Method and Theory,0.63697749376297
global_113,global_113,2752,COMPSCI H196B,Senior Honors Thesis Research,0.6576064825057983
global_113,global_113,2772,COMPSCI 271,Randomness and Computation,0.5054130554199219
global_113,global_113,2753,COMPSCI 197,Field Study,0.5964756011962891
global_113,global_113,2732,COMPSCI 170,Efficient Algorithms and Intractable Problems,0.5375487208366394
global_113,global_113,2861,DATASCI 267,Generative AI,0.6503618359565735
global_113,global_113,5759,IND ENG 290G,Advanced Mathematical Programming,0.5940148830413818
global_113,global_113,2237,CIV ENG 132,Applied Structural Mechanics,0.5995734930038452
global_113,global_113,2346,CIV ENG 273,Advanced GeoEngineering Testing and Design,0.5955813527107239
global_113,global_113,2875,DATA C102,"Data, Inference, and Decisions",0.6026626825332642
global_113,global_113,10313,SPANISH R1A,Reading and Composition Through Readings from the Spanish-Speaking World,0.6473973393440247
global_113,global_113,2874,DATA C101,Data Engineering,0.6400855183601379
global_113,global_113,2744,COMPSCI C187,Data Engineering,0.6400855183601379
global_113,global_113,4248,ENVECON C183,Forest Ecosystem Management,0.6061268448829651
global_113,global_113,8176,NUC ENG 167,Risk-Informed Design for Advanced Nuclear Systems,0.668065071105957
global_113,global_113,1649,UGBA 135,Personal Financial Management,0.5558580756187439
global_113,global_113,2705,COMPSS 224B,Quantitative Political Risk Analysis,0.5846201777458191
global_113,global_113,2876,DATA C104,Human Contexts and Ethics of Data - DATA/History/STS,0.6523478627204895
global_113,global_113,9745,RHETOR 240F,Rhetorical Theory and Criticism: Legal Rhetoric and Philosophy,0.5033019781112671
global_113,global_113,5576,HISTORY 175E,History of Modern Israel: From the Emergence of Zionism to Our Time,0.505816638469696
global_113,global_113,2320,CIV ENG 255,Highway Traffic Operations,0.5640990734100342
global_113,global_113,2715,COMPSCI 47C,Completion of Work in Computer Science 61C,0.6681736707687378
global_113,global_113,1393,XMBA 253,Decision Making,0.5868799686431885
global_113,global_113,1478,MBA 255G,"Gender, Equity, and Leadership in the 21st Century",0.5865886211395264
global_113,global_113,2718,COMPSCI 61BL,Data Structures and Programming Methodology,0.6882157325744629
global_113,global_113,5686,IND ENG 150,Production Systems Analysis,0.595289945602417
global_113,global_113,1254,EWMBA 219,Health Economics and Policy,0.5950742363929749
global_113,global_113,5737,IND ENG 253,Supply Chain Operation and Management,0.5559359788894653
global_113,global_113,2845,DANISH 1A,Beginning Danish,0.6008947491645813
global_113,global_113,9408,PB HLTH 223D,Foundations of Health Policy and Management,0.6352468132972717
global_113,global_113,5552,HISTORY 165C,"Culture in the Age of Commerce: Europe, 1789-1920",0.5631501078605652
global_113,global_113,2863,DATASCI 281,Computer Vision,0.6180206537246704
global_113,global_113,9743,RHETOR 240D,Rhetorical Theory and Criticism: Nonfictional Prose,0.5121355056762695
global_113,global_113,2115,CHINESE 282,Modern Chinese Film Studies,0.5094775557518005
global_113,global_113,5683,IND ENG 142A,Introduction to Machine Learning and Data Analytics,0.6366926431655884
global_113,global_113,1463,MBA 236T,Fin Tech,0.618794322013855
global_113,global_113,1275,EWMBA 236T,Fin Tech,0.618794322013855
global_113,global_113,2841,CZECH 26B,Introductory Czech,0.5850317478179932
global_113,global_113,1323,EWMBA 290K,Innovation in Services and Business Models,0.5849608778953552
global_113,global_113,1650,UGBA 136F,Behavioral Finance,0.532750129699707
global_113,global_113,10325,SPANISH C26,Introduction to Romance Languages and Linguistics,0.6189820766448975
global_113,global_113,2328,CIV ENG 261,Infrastructure Systems Management,0.627234697341919
global_113,global_113,2961,DEV ENG 210,Development Engineering Research and Practice Seminar,0.6582603454589844
global_113,global_113,2707,COMPSS 230,Capstone Project,0.6671099662780762
global_113,global_113,1392,XMBA 252,Managerial Negotiations,0.5868548154830933
global_113,global_113,1653,UGBA 142,Advanced Business Analytics,0.6180102825164795
global_113,global_113,5723,IND ENG C227B,Convex Optimization and Approximation,0.5868359804153442
global_113,global_113,10276,SASIAN 147,Pakistan: An Introduction,0.5520215034484863
global_133,global_133,2946,DES INV 201,Debates in Design,0.6269113421440125
global_133,global_133,2950,DES INV 212,Designing Emerging Technologies II,0.6501919031143188
global_133,global_133,1509,MBA 287,Special Topics in Real Estate Economics and Finance,0.5165923833847046
global_133,global_133,1965,CHEM C271B,Chemical Biology II - Enzyme Reaction Mechanisms,0.49593544006347656
global_133,global_133,2158,CY PLAN 214,Infrastructure Planning and Policy: Climate Change Planning and Urban Systems,0.622786283493042
global_133,global_133,2718,COMPSCI 61BL,Data Structures and Programming Methodology,0.683650553226471
global_133,global_133,2948,DES INV 210,Studio Foundations,0.5729296207427979
global_133,global_133,2971,DEVP C221,"Climate, Energy and Development",0.6046677827835083
global_133,global_133,9294,PUB AFF 285,Ethical Issues for Policy Leaders,0.616142988204956
global_133,global_133,2937,DES INV 99,Supervised Independent Study,0.5210913419723511
global_133,global_133,2938,DES INV 181,Reimagining Mobility,0.6210694909095764
global_133,global_133,5712,IND ENG 197,Undergraduate Field Research in Industrial Engineering,0.5836920142173767
global_133,global_133,9444,PB HLTH C242C,Longitudinal Data Analysis,0.5969377756118774
global_133,global_133,3376,EDUC N190,Critical Studies in Education,0.6084392070770264
global_133,global_133,7114,MATH 241,Complex Manifolds,0.4587855935096741
global_133,global_133,9487,PB HLTH 262,Molecular and Cellular Basis of Bacterial Pathogenesis,0.6253280639648438
global_133,global_133,9112,PSYCH 7,The Person in Big Data,0.639446496963501
global_133,global_133,3525,EDUC 271E,Issues in Teaching and Learning for Educational Leaders I,0.5997862815856934
global_133,global_133,7299,MEC ENG 252,Heat Convection,0.4941908121109009
global_133,global_133,7183,MEC ENG 136,Dynamics and Control of Autonomous Flight,0.5715417265892029
global_133,global_133,1523,MBA 292A,Strategy and Leadership for Social Impact,0.6319431066513062
global_133,global_133,2942,DES INV 197,Field Study,0.5382089018821716
global_133,global_133,9536,PB HLTH 299,Independent Research,0.5388225317001343
global_133,global_133,9899,SLAVIC 139,Post-Soviet Cultures,0.5962232351303101
global_133,global_133,5003,GEOG 164,Global China,0.6195512413978577
global_133,global_133,2157,CY PLAN C213,Transportation and Land Use Planning,0.5684394836425781
global_133,global_133,5727,IND ENG 240,Optimization Analytics,0.6680668592453003
global_133,global_133,1963,CHEM 270B,Advanced Biophysical Chemistry II,0.5480225086212158
global_133,global_133,2936,DES INV 98,Directed Group Study for Undergraduates,0.5763543248176575
global_133,global_133,2176,CY PLAN 253,Climate Justice Seminar,0.6231253743171692
global_133,global_133,3483,EDUC 246A,Teaching Linguistic and Cultural Minority Students,0.5509030818939209
global_133,global_133,5658,HUNGARI 1B,Introductory Hungarian,0.6205035448074341
global_133,global_133,2329,CIV ENG 262,Analysis of Transportation Data,0.6072260141372681
global_133,global_133,1787,CHM ENG 98W,Directed Group Study,0.6019545793533325
global_133,global_133,3945,ENGIN 251,Model Predictive Control for Autonomous Systems Introduction,0.599934458732605
global_133,global_133,1969,CHEM 274A,Programming Languages for Molecular Sciences: Python and C++,0.6608957052230835
global_133,global_133,3407,EDUC 211A,"Development, Learning, and Instruction in Cultural Contexts",0.5760500431060791
global_133,global_133,2961,DEV ENG 210,Development Engineering Research and Practice Seminar,0.6440032720565796
global_133,global_133,3888,ENGIN 170E,TECHNOLOGY LEADERSHIP AND AI,0.599934458732605
global_133,global_133,516,ARCH 123,2-D Computer Technology,0.6472131013870239
global_133,global_133,3907,ENGIN 200,"Ethics, Engineering and Society",0.5847121477127075
global_133,global_133,2962,DEV ENG 215,Global Poverty: Challenges and Hopes in the New Millennium,0.5200631022453308
global_133,global_133,1847,CHM ENG C295R,Applied Spectroscopy,0.6252075433731079
global_133,global_133,6311,KOREAN 184,Korean Independent Cinema,0.6042599678039551
global_133,global_133,3867,ENGIN 39B,Freshman/Sophomore Seminar,0.6408184766769409
global_133,global_133,3930,ENGIN 234,Introduction to Data Structures and Software Engineering,0.6572625637054443
global_133,global_133,508,ARCH 107,Introduction to the Practice of Architecture,0.6201075315475464
global_133,global_133,2781,COMPSCI 284A,Foundations of Computer Graphics,0.6198524832725525
global_133,global_133,2248,CIV ENG 170A,Infrastructure Sensing and Modeling,0.6093855500221252
global_133,global_133,521,ARCH 129,Special Topics in Digital Design Theories and Methods,0.6109322309494019
global_74,global_74,7196,MEC ENG 154,Thermophysics for Applications,0.5478644371032715
global_74,global_74,1119,BIO ENG C212,Heat and Mass Transport in Biomedical Engineering,0.5344662666320801
global_74,global_74,2334,CIV ENG 268A,Lean Construction Concepts and Methods,0.5616021156311035
global_74,global_74,7109,MATH 235A,Theory of Sets,0.6061755418777466
global_74,global_74,7133,MATH 270,Advanced Topics Course in Mathematics,0.5692968368530273
global_74,global_74,7231,MEC ENG H194,Honors Undergraduate Research,0.6259954571723938
global_74,global_74,2260,CIV ENG 188,Carbon Capture and Storage,0.49654948711395264
global_74,global_74,1148,BIO ENG C249,Computational Functional Genomics,0.6350409984588623
global_74,global_74,2302,CIV ENG 234,Computational Inelasticity,0.6190001964569092
global_74,global_74,7297,MEC ENG 250B,Advanced Convective Transport and Computational Methods,0.5544720888137817
global_74,global_74,7124,MATH 254A,Number Theory,0.5732038021087646
global_74,global_74,3690,EL ENG 113B,Power Electronics Design,0.5467938184738159
global_74,global_74,1088,BIO ENG 145,Introduction to Machine Learning for Computational Biology,0.583614706993103
global_74,global_74,3857,"ENE,RES 301",Graduate Student Instructor Practicum,0.5467648506164551
global_74,global_74,8137,NWMEDIA 133,"Tech Wars: Security, Geopolitics, and Resilience of Digital Infrastructures",0.6258634328842163
global_74,global_74,7286,MEC ENG 240A,Advanced Marine Structures I,0.5569707155227661
global_74,global_74,8021,NATAMST 110,Theories and Methods in Native American Studies,0.5183018445968628
global_74,global_74,7237,MEC ENG C201,Modeling and Simulation of Advanced Manufacturing Processes,0.5916517376899719
global_74,global_74,1797,CHM ENG 148,Principles and applications of colloids and interfaces,0.5882021188735962
global_74,global_74,7215,MEC ENG 185,Introduction to Continuum Mechanics,0.6031219363212585
global_74,global_74,2283,CIV ENG 215,Emerging Technologies for Water Sustainability,0.5537204742431641
global_74,global_74,3702,EL ENG 137B,Introduction to Electric Power Systems,0.5057380199432373
global_74,global_74,2207,CIV ENG 70,Engineering Geology,0.5100644826889038
global_74,global_74,1829,CHM ENG 245,Catalysis,0.4326404333114624
global_74,global_74,6759,LINGUIS 290E,Topics in Linguistic Theory: Phonology,0.5273134112358093
global_74,global_74,2288,CIV ENG 219,Fluid Flow in Environmental Processes,0.5807574987411499
global_74,global_74,2259,CIV ENG 187,Emerging Technologies for Public Health,0.5613271594047546
global_74,global_74,2349,CIV ENG 277,Advanced Foundation Engineering,0.5701858401298523
global_74,global_74,7225,MEC ENG 193F,Special Topics in Fluids,0.5818524360656738
global_74,global_74,3778,EL ENG 248C,Numerical Modeling and Analysis: Nonlinear Systems and Noise,0.6018129587173462
global_74,global_74,7255,MEC ENG 218N,Introduction to Nanotechnology and Nanoscience,0.499412477016449
global_74,global_74,1795,CHM ENG 142,Chemical Kinetics and Reaction Engineering,0.5361849069595337
global_74,global_74,2333,CIV ENG C265,Traffic Safety and Injury Control,0.507842481136322
global_74,global_74,7241,MEC ENG C205,Critical Making,0.5965551733970642
global_74,global_74,7203,MEC ENG 167,Microscale Fluid Mechanics,0.5848401784896851
global_74,global_74,7128,MATH 256B,Algebraic Geometry,0.5601831078529358
global_74,global_74,3680,EL ENG 49,Electronics for the Internet of Things,0.5892064571380615
global_74,global_74,7254,MEC ENG C218,Introduction to MEMS Design,0.5629788637161255
global_74,global_74,3927,ENGIN 232,Fundamental Data Structures,0.6412912607192993
global_74,global_74,5833,INTEGBI 41,Marine Mammals,0.5054985284805298
global_74,global_74,7209,MEC ENG 175,Intermediate Dynamics,0.5225277543067932
global_74,global_74,6729,LINGUIS 215,Advanced Morphology,0.5575227737426758
global_74,global_74,2341,CIV ENG 268K,Human and Organizational Factors: Quality and Reliability of Engineered Systems,0.6276859045028687
global_74,global_74,6732,LINGUIS 220B,Advanced Syntax II,0.6018637418746948
global_74,global_74,7147,MATH 301,Undergraduate Mathematics Instruction,0.6007575392723083
global_74,global_74,7118,MATH 249,Algebraic Combinatorics,0.6058516502380371
global_74,global_74,7148,MATH 302,Teaching Workshop,0.5770158767700195
global_74,global_74,2286,CIV ENG 218B,Atmospheric Aerosols,0.5457941293716431
global_74,global_74,2292,CIV ENG 222,Finite Element Methods,0.5769293308258057
global_74,global_74,7270,MEC ENG 230B,Advanced System Theory: Control-Oriented Robustness Analysis,0.5950666069984436
global_53,global_53,5713,IND ENG 198,Directed Group Studies for Advanced Undergraduates,0.6051455140113831
global_53,global_53,1649,UGBA 135,Personal Financial Management,0.5919406414031982
global_53,global_53,7728,MCELLBI 249C,Research Review in Genetics and Development: Nucleic Acid-Protein Interactions and Control of Gene Expression,0.6096068024635315
global_53,global_53,1653,UGBA 142,Advanced Business Analytics,0.6377122402191162
global_53,global_53,2346,CIV ENG 273,Advanced GeoEngineering Testing and Design,0.5630971193313599
global_53,global_53,2773,COMPSCI 272,"Foundations of Decisions, Learning, and Games",0.6482265591621399
global_53,global_53,2718,COMPSCI 61BL,Data Structures and Programming Methodology,0.6821232438087463
global_53,global_53,5635,HISTORY 283,Historical Method and Theory,0.6399508714675903
global_53,global_53,5696,IND ENG 170,Industrial Design and Human Factors,0.6432820558547974
global_53,global_53,5658,HUNGARI 1B,Introductory Hungarian,0.5866710543632507
global_53,global_53,2707,COMPSS 230,Capstone Project,0.6689218878746033
global_53,global_53,2329,CIV ENG 262,Analysis of Transportation Data,0.6099196672439575
global_53,global_53,7303,MEC ENG 256,Combustion,0.44707003235816956
global_53,global_53,2248,CIV ENG 170A,Infrastructure Sensing and Modeling,0.6020058393478394
global_53,global_53,3642,EGYPT 201B,Middle Egyptian Texts,0.6293327808380127
global_53,global_53,1078,BIO ENG C125,Introduction to Robotics,0.6248030066490173
global_53,global_53,3669,EECS 225B,Digital Image Processing,0.47771814465522766
global_53,global_53,6779,MAT SCI 111,Properties of Electronic Materials,0.5474991202354431
global_53,global_53,7184,MEC ENG 136HL,Hardware Laboratory: Dynamics and Control of Autonomous Flight,0.6299996376037598
global_53,global_53,8130,NWMEDIA R1B,New Media Reading and Composition,0.6098959445953369
global_53,global_53,3596,EDUC N299,Special Study and Research,0.6041995286941528
global_53,global_53,2342,CIV ENG 268S,Buildings and Sustainability,0.6132571697235107
global_53,global_53,3653,EECS 47F,Completion of work in Computer Science 70,0.6372419595718384
global_53,global_53,7121,MATH 251,Ring Theory,0.4493362605571747
global_53,global_53,7106,MATH 228A,Numerical Solution of Differential Equations,0.443531334400177
global_53,global_53,7297,MEC ENG 250B,Advanced Convective Transport and Computational Methods,0.560138463973999
global_53,global_53,2715,COMPSCI 47C,Completion of Work in Computer Science 61C,0.6710226535797119
global_53,global_53,2752,COMPSCI H196B,Senior Honors Thesis Research,0.6485487222671509
global_53,global_53,3646,EGYPT 204A,Introduction to Demotic,0.6189943552017212
global_53,global_53,7192,MEC ENG 151,Advanced Heat Transfer,0.4903082847595215
