Skill_ID,Cluster,Predicted_Skills,Matched_Course_Indexes,Matched_Course_Titles
191,biomedical engineering technician_0,'procedure development' 'engineering standards' 'information security',"[8141, 8109, 5658, 2718, 9444, 9487, 2346, 2781, 5712, 2329, 9404, 3940, 10623, 2950, 1162, 7288, 5576, 2876, 9745, 5673, 1653, 1965, 9950, 1788, 2738, 3596, 508, 1963, 2325, 5727, 1638, 2942, 1523, 7183, 5751, 2750, 2737, 2948, 2753, 2842, 8110, 4379, 6208, 6207, 5635, 3932, 7114, 9356, 3859, 6344]","['Risk-Informed Design for Advanced Nuclear Systems', 'Risk-Informed Design for Advanced Nuclear Systems', 'Senior Project', 'Introduction to Software Engineering', 'Program and Policy Design', 'Program and Policy Design', 'Civil Systems: Control and Information Management', 'Designing Computer Science Education', 'Systems Analysis and Design Project', 'Human and Organizational Factors: Quality and Reliability of Engineered Systems', 'Science and Policy for Environment and Health', 'Professional Ethics in Technology, Law and Business', 'Field Studies in Visual Studies', 'Advanced Special Topics in Development Engineering', 'Advanced Technical Communication: Proposals, Patents, and Presentations', 'Advanced Technical Communication: Proposals, Patents, and Presentations', 'Human Contexts and Ethics of Data', 'Human Contexts and Ethics of Data', 'Human Contexts and Ethics of Data', 'Analysis and Design of Databases', 'Special Topics in Operations and Information Technology Management', 'Introduction to Software Engineering Best Practices', 'Research Design and Sociological Methods', 'Ethics and Professional Social Responsibility', 'Honors Social Implications of Computer Technology', 'Technology, Curriculum, and Instruction', 'Introduction to the Practice of Architecture', 'Software Engineering Fundamentals for Molecular Sciences', 'Law for Engineers', 'User Experience Research', 'Auditing', 'Design, Evaluate, and Scale Development Technologies', 'Design, Evaluate, and Scale Development Technologies', 'Design, Evaluate, and Scale Development Technologies', 'Technology and Delegation', 'Security in Computer Systems', 'Social Implications of Computer Technology', 'Development Engineering Research and Practice Seminar', 'Advanced Topics in Computer Systems', 'Behind the Data: Humans and Values', 'Nuclear Design: Design in Nuclear Power Technology and Instrumentation', 'Field Study in Environmental Science, Policy, and Management', 'Open Source Investigations II', 'Open Source Investigations I', 'Industrial and Commercial Data Systems', 'Technology Strategy & Industry Analysis', 'Introduction to Product Development', 'Information Systems in Public Health', 'Ethics, Engineering, and Society', 'Supervised Field Study']"
192,biomedical engineering technician_1,'database servers' 'lan administration' 'tcp/ip networking',"[2758, 3727, 2717, 2731, 2752, 2772, 2751, 2753, 3677, 1323, 2715, 4248, 5673, 2346, 2747, 1970, 5635, 2707, 2238, 2845, 2718, 3747, 2816, 3718, 5759, 1649, 5756, 8070, 5696, 10078, 2906, 5730, 5683, 2732, 2861, 5638, 2112, 2200, 3676, 8021, 5645, 2317, 2706, 2841, 10313, 2874, 2744, 2875, 5643, 2142]","['Computer Networks', 'High Speed Communications Networks', 'Introduction to the Internet: Architecture and Protocols', 'Introduction to Database Systems', 'Advanced Topics in Computer Systems', 'Implementation of Data Base Systems', 'Internet and Network Security', 'Advanced Topics in Computer Systems', 'Introduction to Communication Networks', 'Corporate Strategy in Telecommunications and Media', 'Operating Systems and System Programming', 'Introduction to Geographic Information Systems', 'Analysis and Design of Databases', 'Civil Systems: Control and Information Management', 'Graduate Computer Architecture', 'Software Engineering for Scientific Computing', 'Industrial and Commercial Data Systems', 'Great Ideas of Computer Architecture (Machine Structures)', 'Infrastructure Sensing and Modeling', 'Machine Learning Systems Engineering', 'Introduction to Software Engineering', 'Introduction to Digital Integrated Circuits', 'Network Security', 'Digital Communications', 'Data Engineering', 'Production and Operations Management', 'Back-End Web Architecture', 'Digital Infrastructure 101: The Hidden Foundations of the Internet', 'Production and Inventory Systems', 'Social Networks', 'Social Networks', 'Back-End Web Architecture', 'Applied Data Science with Venture Applications', 'Data Engineering', 'Data Engineering', 'Applied Data Science with Venture Applications', 'Data Science for Smart Cities', 'Data Science for Smart Cities', 'Introduction to Digital Communication Systems', 'Naval Ship Systems II', 'Logistics Network Design and Supply Chain Management', 'Infrastructure Systems Management', 'Data Structures and Programming Methodology', 'Modern Data Applications', 'Principles and Techniques of Data Science', 'Principles and Techniques of Data Science', 'Principles and Techniques of Data Science', 'Principles and Techniques of Data Science', 'Production Systems Analysis', 'Analytic and Research Methods for Planners: Introduction to GIS and City Planning']"
193,biomedical equipment technician_0,'ge amx service' 'toshiba aquilion ct service' 'siemens e-cam service',"[5644, 5693, 1653, 5696, 1323, 1422, 3727, 2752, 1277, 1466, 2753, 3642, 2346, 2718, 5659, 5663, 5660, 5662, 5661, 2238, 5635, 2731, 1576, 1577, 5673, 5658, 3691, 1089, 1467, 1278, 1388, 3747, 5674, 8176, 2715, 1649, 4248, 2772, 3742, 7187, 3654, 2703, 2328, 1970, 8265, 3848, 5714, 1366, 1559, 2707]","['Service Operations Design and Analysis', 'Service Operations Management', 'Special Topics in Operations and Information Technology Management', 'Production and Inventory Systems', 'Corporate Strategy in Telecommunications and Media', 'Operations', 'High Speed Communications Networks', 'Advanced Topics in Computer Systems', 'Service Strategy', 'Service Strategy', 'Advanced Topics in Computer Systems', 'Introduction to Digital Design and Integrated Circuits', 'Civil Systems: Control and Information Management', 'Introduction to Software Engineering', 'Advanced Topics in Industrial Engineering and Operations Research: Entrepreneurial Marketing and Finance', 'Advanced Topics in Industrial Engineering and Operations Research', 'Advanced Topics in Industrial Engineering and Operations Research', 'Advanced Topics in Industrial Engineering and Operations Research', 'Advanced Topics in Industrial Engineering and Operations Research', 'Infrastructure Sensing and Modeling', 'Industrial and Commercial Data Systems', 'Introduction to Database Systems', 'Doctoral Seminar in Operations Management I', 'Doctoral Seminar in Operations Management II', 'Analysis and Design of Databases', 'Senior Project', 'Introductory Microcomputer Interfacing Laboratory', 'Introductory Microcomputer Interfacing Laboratory', 'Topics in Operations and Information Technology Management', 'Topics in Operations and Information Technology Management', 'Topics in Operations and Information Technology Management', 'Introduction to Digital Integrated Circuits', 'Economics and Dynamics of Production', 'Food Systems Organization and Management', 'Operating Systems and System Programming', 'Production and Operations Management', 'Introduction to Geographic Information Systems', 'Implementation of Data Base Systems', 'Analysis and Design of VLSI Analog-Digital Interface Integrated Circuits', 'Advanced Manufacturing Systems Analysis, AMS', 'Introduction to Digital Design and Integrated Circuits', 'Completion of Work in Computer Science 61C', 'Business Fundamentals for Engineers', 'Software Engineering for Scientific Computing', 'Eyecare Business and Professional Management II', 'Manufacturing and Design Communication', 'Special Topics in Industrial Engineering and Operation Research', 'Global Strategy and Multinational Enterprise', 'Global Strategy and Multinational Enterprise', 'Great Ideas of Computer Architecture (Machine Structures)']"
194,biomedical equipment technician_1,'supervisory skills' 'software proficiency',"[3596, 2482, 6353, 2785, 6355, 10623, 6344, 3376, 7518, 2487, 10359, 5034, 2778, 3407, 9412, 2186, 5779, 9898, 3570, 7941, 2910, 3382, 2781, 7288, 1162, 2509, 10123, 10122, 4454, 2953, 5720, 5976, 5624, 5625, 9200, 516, 2981, 1965, 3840, 5226, 1969, 6354, 2840, 8966, 187, 3528, 3393, 3392, 6068, 4538]","['Technology, Curriculum, and Instruction', 'Intensive English Practice: Successful Job Search and Interviewing Skills', 'Language Proficiency Tutorial', 'Professional Preparation: Supervised Teaching of Computer Science', 'Language Proficiency Workshop', 'Field Studies in Visual Studies', 'Supervised Field Study', 'Seminars in Intellectual Development', 'Leadership and Decision Making', 'Intensive English Practice: Speaking Through Performance', 'Professional Preparation: Teaching of Probability and Statistics', 'Professional Training: Teaching Practice', 'Field Studies in Computer Science', 'Scientific Cognition: Development, Learning, and Instructional Design', 'Health Policymaking and 4+1 Competency Development', 'Supervised Field Study in City and Regional Planning', 'Teaching Assistance Practicum', 'Cognitive Behavioral Methods', 'Integrating Technology into Secondary English Instruction', ""Individual Study for Master's Students"", 'GSI Training', 'Assessment of Cognitive Functioning', 'Designing Computer Science Education', 'Advanced Technical Communication: Proposals, Patents, and Presentations', 'Advanced Technical Communication: Proposals, Patents, and Presentations', 'Conflict Resolution Communication Skills for Multilingual Students', 'Professional Training: Teachers', 'Professional Training: Teachers', 'Professional Training in Research', ""Individual Study for Master's Students"", 'GSI Proseminar on Teaching Engineering', 'Field Studies', 'Introductory Indonesian', 'Introductory Indonesian', 'Second-Year Seminar on Professional Development', '2-D Computer Technology', 'Field Studies', 'Introduction to Software Engineering Best Practices', 'Engineering Your Life: Skills for Leadership, Discovery and Service', 'Field Studies', 'Foundations of Programming and Software Engineering for Molecular Sciences', 'Advanced Language Proficiency Seminar', 'Capstone', 'An Introduction to Computational Tools and Techniques for Social Science Research', 'Professional Training in Research Methodology', 'Research Design and Methods for Program and Policy Evaluation', 'Advanced Human Development and Education', 'Advanced Human Development and Education', 'Seminar in Language Pedagogy', 'Professional Writing']"
195,biomedical equipment technician_-1,'cbmet' 'foresight imaging systems',"[3720, 1154, 8133, 1101, 3762, 1151, 8132, 1099, 3689, 1026, 2765, 10604, 8246, 2850, 8021, 5030, 2770, 10601, 8230, 4433, 2238, 8120, 5658, 6773, 7722, 7720, 4248, 7715, 2306, 8630, 1014, 502, 3860, 8057, 8539, 7593, 5712, 8233, 2727, 1013, 518, 2341, 3776, 8242, 2242, 8237, 2764, 10623, 3071, 4343]","['Principles of Magnetic Resonance Imaging', 'Principles of Magnetic Resonance Imaging', 'Principles of Magnetic Resonance Imaging', 'Practical Light Microscopy', 'Medical Imaging Signals and Systems', 'Medical Imaging Signals and Systems', 'Medical Imaging Signals and Systems', 'Medical Imaging Signals and Systems', 'Medical Imaging Signals and Systems', 'Astrophysical Techniques', 'Computer Vision', 'Computer Vision', 'Evidence Based Optometry', 'Computer Vision', 'Naval Ship Systems II', 'Directed Field Studies', 'Advanced Computer Graphics Algorithms and Techniques', 'Seeing in Time, Space and Color', 'Clinical Examination of the Visual System', 'Advanced Remote Sensing of Natural Resources', 'Infrastructure Sensing and Modeling', 'Advanced Concepts in Radiation Detection and Measurements', 'Senior Project', 'Advanced Spectroscopy', 'Research Review in Neurobiology: Visual Neuroscience', 'Research Review in Neurobiology: Synaptic and Circuit Mechanisms that Support Spatial Navigation', 'Introduction to Geographic Information Systems', 'Research Review in Development and Application of Advanced Methods for In Vivo Imaging', 'Intelligent Transportation Systems', 'Techniques in Light Microscopy', 'Radio Astronomy Laboratory', 'Fundamentals of Architectural Design', 'Advanced Engineering Design Graphics', 'Modern Optical Microscopy for the Modern Biologist', 'Modern Optical Microscopy for the Modern Biologist', 'Modern Optical Microscopy for the Modern Biologist', 'Systems Analysis and Design Project', 'Clinical Examination of the Visual System', 'Intro to Computer Vision and Computational Photography', 'Optical and Infrared Astronomy Laboratory', '3-D Computer Technology', 'Digital Data Processing', 'Advanced Topics in Circuit Design', 'Visual Perception Sensitivity', 'Engineering Geomatics', 'Clinical Examination of the Visual System', 'Intro to Computer Vision and Computational Photography', 'Field Studies in Visual Studies', 'Matlab Applications in Earth Science', 'Remote Sensing of the Environment']"
196,blockchain analyst_-1,'data cleansing' 'data collection' 'data visualization' 'elasticsearch' 'google bigquery' 'kibana' 'linux administration' 'sql' 'tableau',"[2744, 2874, 2875, 10313, 5759, 2732, 2861, 3188, 2115, 2731, 1015, 2711, 10289, 2860, 1512, 1325, 2696, 10276, 5723, 2854, 2320, 1036, 2705, 5638, 5673, 2169, 2753, 5552, 9743, 2863, 2839, 5640, 2853, 5639, 4443, 10325, 9481, 10326, 5641, 5687, 2718, 5737, 4248, 5741, 9942, 4249, 4344, 2690, 5683, 5756]","['Principles and Techniques of Data Science', 'Principles and Techniques of Data Science', 'Principles and Techniques of Data Science', 'Principles and Techniques of Data Science', 'Data Engineering', 'Data Engineering', 'Data Engineering', 'Data Science for Economists', 'Introduction to Urban Data Analytics', 'Introduction to Database Systems', 'Astronomy Data Science Laboratory', 'Principles & Techniques of Data Science', 'Principles & Techniques of Data Science', 'Principles & Techniques of Data Science', 'Data Visualization', 'Data Visualization', 'Foundations of Data Science', 'Foundations of Data Science', 'Foundations of Data Science', 'Foundations of Data Science', 'Scalable Spatial Analytics', 'Astronomy Data Science Laboratory', 'Data Structures', 'Applied Data Science with Venture Applications', 'Analysis and Design of Databases', 'Urban Informatics and Visualization', 'Advanced Topics in Computer Systems', 'Human Contexts and Ethics of Data - DATA/History/STS', 'Human Contexts and Ethics of Data - DATA/History/STS', 'Human Contexts and Ethics of Data - DATA/History/STS', 'Data Visualization', 'Introduction to Machine Learning and Data Analytics', 'Introduction to Computational Thinking with Data', 'Introduction to Machine Learning and Data Analytics', 'Reproducible and Collaborative Data Science', 'Data Analysis and Machine Learning for Real-World Decision Making', 'Data Science for Public Policy', 'Applied Statistics and Machine Learning', 'Machine Learning and Data Analytics II', 'Machine Learning and Data Analytics II', 'Introduction to Software Engineering', 'Information Organization and Retrieval', 'Introduction to Geographic Information Systems', 'Introduction to Data Structures and Analytics', 'Data Science for Social Impact', 'Exploring Geospatial Data', 'Introduction to Ecological Data Analysis', 'Data Visualization', 'Applied Data Science with Venture Applications', 'Back-End Web Architecture']"
197,blog writer_-1,'ibm db2' 'linux administration',"[2731, 2718, 2772, 2752, 2715, 3907, 1970, 5673, 2706, 2707, 2747, 5635, 2753, 2705, 1972, 1971, 5759, 1964, 5638, 3905, 1969, 9408, 5756, 2329, 3399, 2732, 2861, 5730, 10351, 10305, 10345, 9351, 3908, 3524, 2845, 1577, 1786, 5683, 3596, 10326, 1963, 3909, 1962, 1653, 4443, 3654, 517, 1833, 2841, 1965]","['Introduction to Database Systems', 'Introduction to Software Engineering', 'Implementation of Data Base Systems', 'Advanced Topics in Computer Systems', 'Operating Systems and System Programming', 'Introduction to Data Structures and Software Engineering', 'Software Engineering for Scientific Computing', 'Analysis and Design of Databases', 'Data Structures and Programming Methodology', 'Great Ideas of Computer Architecture (Machine Structures)', 'Graduate Computer Architecture', 'Industrial and Commercial Data Systems', 'Advanced Topics in Computer Systems', 'Data Structures', 'MSSE Leadership Bootcamp', 'MSSE Leadership Bootcamp', 'Data Engineering', 'Introduction to Programming Languages C++ and Python', 'Applied Data Science with Venture Applications', 'Fundamental Data Structures', 'Foundations of Programming and Software Engineering for Molecular Sciences', 'Introduction to Data Management and Programming in SAS for Public Health', 'Back-End Web Architecture', 'Human and Organizational Factors: Quality and Reliability of Engineered Systems', 'Laboratory for School Psychology', 'Data Engineering', 'Data Engineering', 'Back-End Web Architecture', 'Reproducible and Collaborative Statistical Data Science', 'Reproducible and Collaborative Statistical Data Science', 'Statistical Genomics', 'Statistical Genomics', 'Python for Engineers', 'Educational Data Analysis Laboratory II', 'Machine Learning Systems Engineering', 'Doctoral Seminar in Operations Management II', 'Chemical Business Fundamentals II', 'Applied Data Science with Venture Applications', 'Technology, Curriculum, and Instruction', 'Applied Statistics and Machine Learning', 'Software Engineering Fundamentals for Molecular Sciences', 'Applied Data Science for Engineers', 'Programming Languages for Molecular Sciences: Python and C++', 'Special Topics in Operations and Information Technology Management', 'Reproducible and Collaborative Data Science', 'Introduction to Digital Design and Integrated Circuits', 'Introduction to Digital Design Methods', 'Advanced Bioprocess Engineering', 'Modern Data Applications', 'Introduction to Software Engineering Best Practices']"
198,blog writer_0,'java programming' 'oracle database' 'sql' 'unix',"[2731, 3907, 2754, 5635, 2716, 2705, 9408, 3905, 2715, 3908, 2718, 3524, 2755, 5740, 1964, 5673, 3842, 2834, 2706, 5741, 2857, 2710, 5815, 5638, 5756, 10305, 10351, 5730, 1962, 1970, 2677, 2772, 2752, 2682, 6198, 3909, 1965, 10282, 2697, 10325, 5759, 2753, 4443, 2732, 2861, 5683, 2985, 1963, 10326, 1969]","['Introduction to Database Systems', 'Introduction to Data Structures and Software Engineering', 'Design of Programming Languages', 'Industrial and Commercial Data Systems', 'Programming Languages and Compilers', 'Data Structures', 'Introduction to Data Management and Programming in SAS for Public Health', 'Fundamental Data Structures', 'Operating Systems and System Programming', 'Python for Engineers', 'Introduction to Software Engineering', 'Educational Data Analysis Laboratory II', 'Implementation of Programming Languages', 'Introduction to Programming and Computation', 'Introduction to Programming Languages C++ and Python', 'Analysis and Design of Databases', 'Introduction to Computer Programming for Scientists and Engineers', 'Introduction to Data Science Programming', 'Data Structures and Programming Methodology', 'Introduction to Data Structures and Analytics', 'Computational Structures in Data Science', 'Computational Structures in Data Science', 'Introductory Programming for Biologists', 'Applied Data Science with Venture Applications', 'Back-End Web Architecture', 'Reproducible and Collaborative Statistical Data Science', 'Reproducible and Collaborative Statistical Data Science', 'Back-End Web Architecture', 'Programming Languages for Molecular Sciences: Python and C++', 'Software Engineering for Scientific Computing', 'Introduction to Programming for Bioinformatics Bootcamp', 'Implementation of Data Base Systems', 'Advanced Topics in Computer Systems', 'Introduction to Computing', 'Advanced Coding Interactive Stories', 'Applied Data Science for Engineers', 'Introduction to Software Engineering Best Practices', 'Introduction to Advanced Programming in R', 'The Beauty and Joy of Computing', 'Data Analysis and Machine Learning for Real-World Decision Making', 'Data Engineering', 'Advanced Topics in Computer Systems', 'Reproducible and Collaborative Data Science', 'Data Engineering', 'Data Engineering', 'Applied Data Science with Venture Applications', 'Python Programming for Digital Humanities', 'Software Engineering Fundamentals for Molecular Sciences', 'Applied Statistics and Machine Learning', 'Foundations of Programming and Software Engineering for Molecular Sciences']"
199,blog writer_1,'microsoft access' 'microsoft frontpage' 'microsoft visio' 'microsoft word' 'visual basic' 'windows 2000' 'windows vista',"[2718, 2715, 2707, 1970, 2731, 518, 5673, 2747, 2754, 3596, 2753, 5729, 5755, 2752, 517, 5740, 5730, 5756, 2712, 5638, 2716, 2697, 515, 5727, 2755, 1965, 5635, 1963, 1964, 4706, 574, 516, 4248, 3907, 6198, 2841, 5737, 3842, 3908, 2710, 2857, 2169, 2772, 6603, 4165, 2738, 5683, 1962, 2781, 2698]","['Introduction to Software Engineering', 'Operating Systems and System Programming', 'Great Ideas of Computer Architecture (Machine Structures)', 'Software Engineering for Scientific Computing', 'Introduction to Database Systems', '3-D Computer Technology', 'Analysis and Design of Databases', 'Graduate Computer Architecture', 'Design of Programming Languages', 'Technology, Curriculum, and Instruction', 'Advanced Topics in Computer Systems', 'Front-End Web Architecture', 'Front-End Web Architecture', 'Advanced Topics in Computer Systems', 'Introduction to Digital Design Methods', 'Introduction to Programming and Computation', 'Back-End Web Architecture', 'Back-End Web Architecture', 'Computer Architecture and Engineering', 'Applied Data Science with Venture Applications', 'Programming Languages and Compilers', 'The Beauty and Joy of Computing', 'Principles of Computer Aided Architectural Design', 'User Experience Research', 'Implementation of Programming Languages', 'Introduction to Software Engineering Best Practices', 'Industrial and Commercial Data Systems', 'Software Engineering Fundamentals for Molecular Sciences', 'Introduction to Programming Languages C++ and Python', 'Deep Learning and Applications I', 'Principles of Computer Aided Architectural Design', '2-D Computer Technology', 'Introduction to Geographic Information Systems', 'Introduction to Data Structures and Software Engineering', 'Advanced Coding Interactive Stories', 'Modern Data Applications', 'Information Organization and Retrieval', 'Introduction to Computer Programming for Scientists and Engineers', 'Python for Engineers', 'Computational Structures in Data Science', 'Computational Structures in Data Science', 'Urban Informatics and Visualization', 'Implementation of Data Base Systems', 'Writing Systems', 'Participatory Community Design', 'Honors Social Implications of Computer Technology', 'Applied Data Science with Venture Applications', 'Programming Languages for Molecular Sciences: Python and C++', 'Designing Computer Science Education', 'The Beauty and Joy of Computing']"
200,bookkeeper_-1,'adp ezlabor' 'team building' 'data access',"[4443, 2753, 2731, 5759, 2718, 3524, 3642, 2841, 10325, 8109, 8141, 2732, 2861, 2752, 5683, 9481, 5638, 1512, 1325, 2874, 10313, 2744, 2875, 3905, 2772, 2329, 1970, 1276, 1465, 2839, 9743, 2863, 5552, 5743, 1323, 2346, 2248, 7183, 1523, 2942, 2237, 2715, 1652, 2961, 2705, 5712, 3930, 10305, 10351, 2711]","['Reproducible and Collaborative Data Science', 'Advanced Topics in Computer Systems', 'Introduction to Database Systems', 'Data Engineering', 'Introduction to Software Engineering', 'Educational Data Analysis Laboratory II', 'Introduction to Digital Design and Integrated Circuits', 'Modern Data Applications', 'Data Analysis and Machine Learning for Real-World Decision Making', 'Risk-Informed Design for Advanced Nuclear Systems', 'Risk-Informed Design for Advanced Nuclear Systems', 'Data Engineering', 'Data Engineering', 'Advanced Topics in Computer Systems', 'Applied Data Science with Venture Applications', 'Data Science for Public Policy', 'Applied Data Science with Venture Applications', 'Data Visualization', 'Data Visualization', 'Principles and Techniques of Data Science', 'Principles and Techniques of Data Science', 'Principles and Techniques of Data Science', 'Principles and Techniques of Data Science', 'Fundamental Data Structures', 'Implementation of Data Base Systems', 'Human and Organizational Factors: Quality and Reliability of Engineered Systems', 'Software Engineering for Scientific Computing', 'Project Management', 'Project Management', 'Data Visualization', 'Human Contexts and Ethics of Data - DATA/History/STS', 'Human Contexts and Ethics of Data - DATA/History/STS', 'Human Contexts and Ethics of Data - DATA/History/STS', 'User Experience Research', 'Corporate Strategy in Telecommunications and Media', 'Civil Systems: Control and Information Management', 'Design of Internet-of-Things for Smart Cities', 'Design, Evaluate, and Scale Development Technologies', 'Design, Evaluate, and Scale Development Technologies', 'Design, Evaluate, and Scale Development Technologies', 'Engineering Project Management', 'Operating Systems and System Programming', 'Project Management', 'Strategic Planning and Project Management', 'Data Structures', 'Systems Analysis and Design Project', 'Teaming & Project Management', 'Reproducible and Collaborative Statistical Data Science', 'Reproducible and Collaborative Statistical Data Science', 'Principles & Techniques of Data Science']"
201,bookkeeper_0,'microsoft powerpoint' 'complyright software' 'quickbooks pro' 'ios development' 'appfolio' 'analytical skills',"[2718, 3596, 1965, 516, 1970, 1963, 5727, 2781, 518, 5743, 5638, 2841, 7303, 2918, 1162, 7288, 5635, 2697, 517, 2753, 10305, 10351, 10623, 2738, 1969, 5673, 2917, 2937, 515, 5686, 2961, 4706, 5683, 473, 472, 2934, 1413, 6344, 574, 2402, 3570, 3776, 2845, 3944, 9745, 5576, 2876, 2778, 2737, 4248]","['Introduction to Software Engineering', 'Technology, Curriculum, and Instruction', 'Introduction to Software Engineering Best Practices', '2-D Computer Technology', 'Software Engineering for Scientific Computing', 'Software Engineering Fundamentals for Molecular Sciences', 'User Experience Research', 'Designing Computer Science Education', '3-D Computer Technology', 'User Experience Research', 'Applied Data Science with Venture Applications', 'Modern Data Applications', 'Interactive Device Design', 'User Experience Design', 'Advanced Technical Communication: Proposals, Patents, and Presentations', 'Advanced Technical Communication: Proposals, Patents, and Presentations', 'Industrial and Commercial Data Systems', 'The Beauty and Joy of Computing', 'Introduction to Digital Design Methods', 'Advanced Topics in Computer Systems', 'Reproducible and Collaborative Statistical Data Science', 'Reproducible and Collaborative Statistical Data Science', 'Field Studies in Visual Studies', 'Honors Social Implications of Computer Technology', 'Foundations of Programming and Software Engineering for Molecular Sciences', 'Analysis and Design of Databases', 'Creative Programming and Electronics', 'Designing Emerging Technologies II', 'Principles of Computer Aided Architectural Design', 'Machine Learning and Data Analytics', 'Strategic Planning and Project Management', 'Deep Learning and Applications I', 'Applied Data Science with Venture Applications', 'Advanced Arabic', 'Advanced Arabic', 'Technology Design Foundations', 'Data Analytics', 'Supervised Field Study', 'Principles of Computer Aided Architectural Design', 'Uncovering the Cognitive Science Behind the User Experience', 'Integrating Technology into Secondary English Instruction', 'Advanced Topics in Circuit Design', 'Machine Learning Systems Engineering', 'Product Management for Engineering Leaders', 'Human Contexts and Ethics of Data', 'Human Contexts and Ethics of Data', 'Human Contexts and Ethics of Data', 'Field Studies in Computer Science', 'Social Implications of Computer Technology', 'Introduction to Geographic Information Systems']"
202,bookkeeper_1,'real estate' 'profit pluss 2k8' 'financial planning' 'adp payroll',"[1503, 1313, 9530, 9531, 1500, 9532, 1310, 9533, 9529, 1551, 1270, 1458, 9336, 527, 1641, 1256, 588, 1430, 1242, 1622, 2694, 2961, 4523, 9448, 1298, 2186, 1502, 1312, 1684, 2237, 2154, 2185, 1455, 1267, 1655, 9903, 1437, 1248, 1685, 1481, 3535, 3278, 9535, 2113, 1445, 1383, 1638, 9540, 2328, 1656]","['Real Estate Investment Strategy', 'Real Estate Investment Strategy', 'Real Estate Financial Modeling', 'Foundation Principles for Real Estate Development + Finance', 'Real Estate Investment Analysis and Sustainability', 'Applications in Real Estate Finance', 'Real Estate Investment Analysis and Sustainability', 'Professional Practice of Real Estate Development', 'Real Estate Economics + Market Analysis', 'Advanced Health Care Finance', 'Private Equity, Leveraged Buyouts', 'Private Equity, Leveraged Buyouts', 'Health Care Finance', 'Sustainability Colloquium', 'Corporate Finance and Financial Statement Analysis', 'Corporate Finance', 'Sustainability Colloquium', 'Strategy, Structure, and Incentives', 'Strategy, Structure, and Incentives', 'Financial Accounting', 'Mastering the Corporate Arena: Strategic Skills for Professional Success', 'Strategic Planning and Project Management', 'Field Study in Labor Organizing', 'Field Study in Labor Organizing', 'Product Management', 'Supervised Field Study in City and Regional Planning', 'Real Estate Finance and Securitization', 'Real Estate Finance and Securitization', 'Introduction to Real Estate Finance', 'Engineering Project Management', 'The Urban and Regional Economy', 'Supervised Research in City and Regional Planning', 'Fixed Income', 'Fixed Income', 'Management of Human Resources', 'Financial Management', 'Big Data, Better Decisions', 'Big Data, Better Decisions', 'Urban and Real Estate Economics', 'Customer Insights', 'Resource Management 1', 'Development Economics', 'Sustainable Real Estate Development', 'Field Studies in City and Regional Planning', 'Corporate Finance', 'Corporate Finance', 'Auditing', 'Special Topics in Real Estate Development + Design', 'Business Fundamentals for Engineers', 'People Analytics']"
203,bookkeeper/accountant_-1,'financial reporting' 'internal controls' 'bilingual (spanish)' 'reconciliation' 'office equipment operation' 'report generation' 'quickbooks',"[6197, 7166, 1622, 2237, 6195, 1252, 6180, 1253, 6344, 1638, 1442, 6205, 6199, 1441, 1233, 6179, 1635, 1655, 1451, 6313, 1384, 1263, 2961, 6184, 1443, 1427, 1241, 1551, 1422, 9903, 2328, 2184, 2938, 2346, 5743, 1336, 1524, 2842, 1333, 2718, 2324, 2753, 10623, 9722, 1565, 1392, 1309, 1641, 1256, 1298]","['Business Reporting', 'Professional Communication', 'Financial Accounting', 'Engineering Project Management', 'Science Reporting', 'Financial Information Analysis', 'Advanced News Reporting', 'Financial Reporting Analysis for Investors', 'Supervised Field Study', 'Auditing', 'Corporate Financial Reporting', 'Investigative Reporting for TV and Print', 'International Reporting', 'Financial Information Analysis', 'Financial Accounting', 'Reporting the News', 'Financial Information Analysis', 'Management of Human Resources', 'Mergers and Acquisitions: A Focus on Creating Value', 'Final Project Preparation Studio: Thesis and Reports', 'Mergers and Acquisitions: A Focus on Creating Value', 'Mergers and Acquisitions: A Focus on Creating Value', 'Strategic Planning and Project Management', 'News Reporting Laboratory', 'Managerial Accounting', 'Strategic Leadership', 'Strategic Leadership', 'Advanced Health Care Finance', 'Operations', 'Financial Management', 'Business Fundamentals for Engineers', 'Capstone Writing Workshop', 'Thesis Studio', 'Civil Systems: Control and Information Management', 'User Experience Research', 'Strategic Financial Management of Nonprofit Organizations', 'Strategic Financial Management of Nonprofit Organizations', 'Behind the Data: Humans and Values', 'Strategy and Leadership for Social Impact', 'Introduction to Software Engineering', 'Lean Construction and Supply Chain Management', 'Advanced Topics in Computer Systems', 'Field Studies in Visual Studies', 'Seminar in Scandinavian Literature', 'Doctoral Seminar in Accounting I', 'Leadership', 'Special Topics in Business and Public Policy', 'Corporate Finance and Financial Statement Analysis', 'Corporate Finance', 'Product Management']"
